ANNEE_CTR,CONTRAT_ANCIENNETE,FREQUENCE_PAIEMENT_COTISATION,GROUPE_KM,ZONE_RISQUE,AGE_ASSURE_PRINCIPAL,GENRE,DEUXIEME_CONDUCTEUR,ANCIENNETE_PERMIS,ANNEE_CONSTRUCTION,ENERGIE,EQUIPEMENT_SECURITE,VALEUR_DU_BIEN,NB,CHARGE,EXPO
2019,"(2,5]",ANNUEL,[20000;40000[,A,46,F,False,45,2011.0,DIESEL,VRAI,[25000;35000[,0,0.0,107.00000000000004
2021,"(0,1]",MENSUEL,[0;20000[,C,34,F,False,16,2020.0,ESSENCE,FAUX,[10000;15000[,0,0.0,303.99999999999994
2017,"(-1,0]",ANNUEL,[0;20000[,C,37,M,False,50,2017.0,ESSENCE,FAUX,[15000;20000[,0,0.0,248.00000000000017
2021,"(1,2]",ANNUEL,[0;20000[,B,32,M,False,14,2016.0,ESSENCE,VRAI,[25000;35000[,0,0.0,168.0000000000001
2018,"(2,5]",MENSUEL,[20000;40000[,B,40,M,False,34,2015.0,ESSENCE,FAUX,[20000;25000[,0,0.0,21.000000000000014
2019,"(2,5]",ANNUEL,[0;20000[,A,58,F,True,62,2007.0,DIESEL,FAUX,[15000;20000[,0,350.84,365.0
2021,"(2,5]",ANNUEL,[20000;40000[,A,58,M,False,54,2017.0,ESSENCE,VRAI,[20000;25000[,0,0.0,146.99999999999991
2019,"(2,5]",MENSUEL,[0;20000[,A,33,Autre,False,61,2011.0,DIESEL,FAUX,[20000;25000[,0,0.0,240.83333333333314
2021,"(0,1]",TRIMESTRIEL,[20000;40000[,D,25,M,False,15,2020.0,ESSENCE,VRAI,[25000;35000[,0,0.0,303.99999999999994
2016,"(0,1]",ANNUEL,[0;20000[,A,30,F,False,16,2014.0,ESSENCE,FAUX,[10000;15000[,0,0.0,112.69125683060106
2021,"(2,5]",MENSUEL,[0;20000[,A,27,M,True,15,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,303.99999999999994
2019,"(2,5]",MENSUEL,[0;20000[,A,43,Autre,False,56,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,149.00000000000009
2018,"(0,1]",TRIMESTRIEL,[0;20000[,C,81,F,False,30,2017.0,ESSENCE,VRAI,[20000;25000[,0,0.0,365.0
2017,"(1,2]",MENSUEL,[0;20000[,A,70,F,False,40,2011.0,DIESEL,FAUX,[10000;15000[,0,0.0,111.99999999999994
2020,"(2,5]",ANNUEL,[0;20000[,C,52,M,True,52,2018.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2016,"(-1,0]",ANNUEL,[0;20000[,C,29,M,True,10,2012.0,DIESEL,FAUX,[15000;20000[,0,798.79,123.9999999999999
2017,"(1,2]",MENSUEL,[0;20000[,A,25,M,False,13,2007.0,DIESEL,VRAI,[35000;99999[,0,0.0,365.0
2016,"(-1,0]",MENSUEL,[0;20000[,B,43,Autre,False,22,2011.0,DIESEL,FAUX,[25000;35000[,0,2626.13,306.0000000000001
2021,"(0,1]",MENSUEL,[20000;40000[,D,70,M,False,62,2019.0,ESSENCE,FAUX,[10000;15000[,0,0.0,198.00000000000017
2019,"(0,1]",MENSUEL,[40000;60000[,B,48,M,False,45,2020.0,DIESEL,FAUX,[15000;20000[,0,0.0,364.78688524590154
2017,"(1,2]",TRIMESTRIEL,[20000;40000[,A,35,M,False,51,2011.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2020,"(2,5]",ANNUEL,[0;20000[,C,74,F,False,56,2017.0,ESSENCE,FAUX,[0;10000[,0,0.0,47.86885245901656
2018,"(2,5]",MENSUEL,[0;20000[,C,46,F,False,61,2014.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2021,"(-1,0]",MENSUEL,[0;20000[,E,63,F,False,60,2020.0,ESSENCE,FAUX,[15000;20000[,0,0.0,219.99999999999991
2017,"(1,2]",ANNUEL,[0;20000[,A,67,F,False,61,2014.0,ESSENCE,FAUX,[10000;15000[,0,0.0,153.00000000000006
2016,"(0,1]",TRIMESTRIEL,[0;20000[,B,58,F,False,67,2012.0,DIESEL,FAUX,[35000;99999[,0,0.0,290.65573770491795
2021,"(1,2]",ANNUEL,[20000;40000[,C,66,M,False,36,2016.0,DIESEL,FAUX,[20000;25000[,1,175.5,303.99999999999994
2018,"(1,2]",MENSUEL,[0;20000[,C,39,F,False,59,2011.0,ESSENCE,FAUX,[0;10000[,0,0.0,365.0
2018,"(-1,0]",TRIMESTRIEL,[20000;40000[,D,48,F,False,34,2008.0,DIESEL,FAUX,[35000;99999[,0,0.0,165.0
2019,"(-1,0]",MENSUEL,[20000;40000[,E,47,M,True,30,2014.0,ESSENCE,FAUX,[10000;15000[,0,0.0,284.2213114754099
2021,"(0,1]",MENSUEL,[20000;40000[,C,25,F,False,16,2017.0,DIESEL,FAUX,[20000;25000[,0,0.0,303.99999999999994
2016,"(0,1]",MENSUEL,[0;20000[,A,50,Autre,False,68,2011.0,ESSENCE,FAUX,[0;10000[,0,0.0,62.827868852459154
2019,"(0,1]",TRIMESTRIEL,[40000;60000[,B,43,M,True,49,2018.0,DIESEL,VRAI,[35000;99999[,0,1073.04,364.2540983606557
2018,"(2,5]",MENSUEL,[0;20000[,A,60,F,False,67,2017.0,ESSENCE,VRAI,[10000;15000[,0,0.0,23.999999999999982
2021,"(1,2]",ANNUEL,[20000;40000[,B,40,M,True,42,2015.0,DIESEL,FAUX,[20000;25000[,0,0.0,303.99999999999994
2019,"(-1,0]",ANNUEL,[0;20000[,C,58,F,True,58,2018.0,ESSENCE,FAUX,[15000;20000[,0,1046.57,234.35792349726762
2016,"(0,1]",ANNUEL,[20000;40000[,B,54,M,False,70,2006.0,DIESEL,VRAI,[35000;99999[,0,0.0,66.8169398907102
2020,"(0,1]",MENSUEL,[20000;40000[,C,44,M,False,34,2018.0,ESSENCE,FAUX,[25000;35000[,0,0.0,365.0
2018,"(2,5]",ANNUEL,[0;20000[,A,67,F,True,23,2013.0,DIESEL,VRAI,[20000;25000[,0,0.0,365.0
2016,"(0,1]",ANNUEL,[0;20000[,A,50,F,False,51,2004.0,DIESEL,FAUX,[35000;99999[,0,0.0,75.79234972677607
2021,"(1,2]",TRIMESTRIEL,[20000;40000[,C,35,F,True,54,2019.0,ESSENCE,FAUX,[20000;25000[,0,0.0,303.99999999999994
2020,"(2,5]",MENSUEL,[0;20000[,D,48,F,False,66,2014.0,ESSENCE,FAUX,[10000;15000[,0,0.0,16.953551912568308
2017,"(1,2]",ANNUEL,[0;20000[,B,63,F,False,48,2017.0,ESSENCE,VRAI,[20000;25000[,1,3912.18,365.0
2019,"(2,5]",MENSUEL,[20000;40000[,C,50,F,False,60,2013.0,ESSENCE,VRAI,[10000;15000[,0,0.0,119.99999999999991
2020,"(-1,0]",ANNUEL,[0;20000[,E,58,M,False,23,2017.0,ESSENCE,VRAI,[15000;20000[,0,0.0,36.00000000000001
2019,"(2,5]",MENSUEL,[0;20000[,D,62,M,False,35,2014.0,DIESEL,FAUX,[20000;25000[,0,0.0,364.4153005464481
2021,"(1,2]",MENSUEL,[20000;40000[,B,34,M,False,42,2013.0,DIESEL,VRAI,[20000;25000[,0,0.0,303.99999999999994
2020,"(1,2]",ANNUEL,[0;20000[,B,55,M,True,56,2015.0,ESSENCE,VRAI,[15000;20000[,0,0.0,365.0
2020,"(0,1]",ANNUEL,[20000;40000[,H,31,F,False,15,2017.0,ESSENCE,FAUX,[15000;20000[,0,0.0,149.5901639344264
2017,"(0,1]",MENSUEL,[0;20000[,C,30,M,False,10,2016.0,ESSENCE,FAUX,[15000;20000[,0,0.0,365.0
2020,"(2,5]",MENSUEL,[0;20000[,B,60,M,True,50,2008.0,ESSENCE,VRAI,[35000;99999[,0,0.0,206.0000000000001
2020,"(-1,0]",TRIMESTRIEL,[40000;60000[,B,38,F,True,57,2020.0,ESSENCE,VRAI,[35000;99999[,0,0.0,37.000000000000135
2021,"(1,2]",MENSUEL,[0;20000[,B,53,F,False,66,2018.0,ESSENCE,FAUX,[15000;20000[,0,0.0,230.99999999999994
2019,"(-1,0]",MENSUEL,[20000;40000[,D,30,F,False,12,2017.0,DIESEL,FAUX,[20000;25000[,0,0.0,319.2896174863389
2017,"(-1,0]",MENSUEL,[0;20000[,B,27,F,False,17,2018.0,ESSENCE,FAUX,[15000;20000[,0,0.0,261.99999999999994
2020,"(1,2]",MENSUEL,[20000;40000[,C,59,M,False,51,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2017,"(1,2]",MENSUEL,[0;20000[,C,35,Autre,False,3,2011.0,DIESEL,VRAI,[15000;20000[,0,750.41,303.99999999999994
2019,"(0,1]",MENSUEL,[20000;40000[,B,17,M,False,7,2018.0,DIESEL,VRAI,[20000;25000[,0,2047.76,364.4781420765027
2016,"(-1,0]",MENSUEL,[20000;40000[,A,50,M,False,46,2013.0,DIESEL,FAUX,[15000;20000[,0,0.0,275.00000000000017
2017,"(1,2]",MENSUEL,[40000;60000[,A,46,M,False,65,2014.0,DIESEL,FAUX,[20000;25000[,0,0.0,365.0
2016,"(-1,0]",ANNUEL,[20000;40000[,B,34,Autre,False,16,2009.0,DIESEL,VRAI,[20000;25000[,0,0.0,150.5874316939891
2016,"(0,1]",MENSUEL,[40000;60000[,A,28,F,False,13,2009.0,DIESEL,VRAI,[20000;25000[,0,0.0,75.79234972677607
2020,"(2,5]",MENSUEL,[0;20000[,B,63,M,True,41,2016.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2017,"(-1,0]",MENSUEL,[0;20000[,B,46,F,False,43,2018.0,ESSENCE,FAUX,[15000;20000[,0,0.0,338.00000000000006
2020,"(2,5]",TRIMESTRIEL,[0;20000[,C,50,F,False,70,2018.0,ESSENCE,FAUX,[20000;25000[,0,0.0,365.0
2021,"(0,1]",MENSUEL,[0;20000[,B,61,F,True,20,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,303.99999999999994
2020,"(2,5]",ANNUEL,[0;20000[,D,65,M,False,63,2017.0,ESSENCE,FAUX,[20000;25000[,0,0.0,365.0
2018,"(-1,0]",MENSUEL,[40000;60000[,A,47,M,True,35,2017.0,ESSENCE,VRAI,[20000;25000[,0,0.0,321.00000000000017
2018,"(1,2]",MENSUEL,[20000;40000[,C,30,M,False,12,2021,DIESEL,FAUX,Inconnu,0,0.0,65.00000000000003
2018,"(-1,0]",ANNUEL,[20000;40000[,B,38,M,False,32,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,208.99999999999986
2021,"(2,5]",MENSUEL,[0;20000[,C,29,M,True,16,2019.0,DIESEL,VRAI,[25000;35000[,0,0.0,303.99999999999994
2016,"(0,1]",MENSUEL,[0;20000[,A,44,F,False,14,2013.0,DIESEL,FAUX,[15000;20000[,0,0.0,365.0
2018,"(1,2]",ANNUEL,[0;20000[,A,45,M,True,45,2015.0,ESSENCE,FAUX,[15000;20000[,0,0.0,365.0
2019,"(0,1]",TRIMESTRIEL,[0;20000[,E,41,F,False,33,2016.0,ESSENCE,FAUX,[10000;15000[,1,360.5,364.95628415300536
2017,"(0,1]",MENSUEL,[20000;40000[,B,41,Autre,False,40,2017.0,DIESEL,VRAI,[25000;35000[,1,1333.83,365.0
2018,"(-1,0]",MENSUEL,[20000;40000[,D,20,M,False,2,2019.0,DIESEL,FAUX,[15000;20000[,0,0.0,212.99999999999986
2021,"(5,10]",MENSUEL,[0;20000[,A,45,M,False,61,2016.0,ESSENCE,FAUX,[0;10000[,0,0.0,303.99999999999994
2018,"(-1,0]",MENSUEL,[0;20000[,C,25,M,False,11,2017.0,ESSENCE,FAUX,[20000;25000[,0,0.0,356.0000000000001
2016,"(0,1]",ANNUEL,[20000;40000[,A,53,M,False,56,2010.0,DIESEL,FAUX,[10000;15000[,0,0.0,365.0
2017,"(1,2]",ANNUEL,[0;20000[,A,88,F,False,60,2013.0,ESSENCE,FAUX,[0;10000[,0,0.0,365.0
2019,"(0,1]",MENSUEL,[20000;40000[,B,26,F,False,12,2017.0,DIESEL,VRAI,[25000;35000[,0,0.0,364.89617486338796
2016,"(0,1]",ANNUEL,[0;20000[,A,60,M,False,49,2004.0,ESSENCE,VRAI,[35000;99999[,0,0.0,365.0
2016,"(0,1]",MENSUEL,[0;20000[,A,42,F,False,26,2008.0,DIESEL,VRAI,[25000;35000[,0,0.0,181.50273224043735
2017,"(1,2]",TRIMESTRIEL,[20000;40000[,B,44,F,False,36,2011.0,DIESEL,FAUX,[10000;15000[,0,0.0,365.0
2018,"(-1,0]",MENSUEL,[20000;40000[,C,35,M,False,18,2020.0,ESSENCE,FAUX,[10000;15000[,1,641.04,326.99999999999994
2018,"(2,5]",ANNUEL,[0;20000[,C,60,F,False,50,2014.0,ESSENCE,FAUX,[15000;20000[,0,0.0,119.99999999999991
2019,"(-1,0]",TRIMESTRIEL,[0;20000[,C,58,F,False,60,2019.0,ESSENCE,FAUX,[20000;25000[,0,0.0,174.52185792349718
2016,"(-1,0]",MENSUEL,[20000;40000[,B,30,F,False,8,2014.0,DIESEL,FAUX,[15000;20000[,0,0.0,347.04918032786867
2016,"(0,1]",MENSUEL,[20000;40000[,C,30,M,True,18,2017.0,DIESEL,FAUX,[25000;35000[,0,0.0,365.0
2021,"(1,2]",MENSUEL,[0;20000[,C,58,M,False,54,2016.0,ESSENCE,FAUX,[0;10000[,0,0.0,303.99999999999994
2020,"(-1,0]",MENSUEL,[20000;40000[,B,27,M,False,17,2020.0,ESSENCE,FAUX,[15000;20000[,0,0.0,189.99999999999983
2021,"(0,1]",MENSUEL,[20000;40000[,D,44,F,True,28,2021.0,ESSENCE,VRAI,[35000;99999[,0,0.0,211.99999999999994
2016,"(0,1]",ANNUEL,[0;20000[,C,43,M,False,62,2011.0,ESSENCE,VRAI,[0;10000[,0,764.35,365.0
2016,"(-1,0]",MENSUEL,[20000;40000[,A,35,F,False,18,2015.0,ESSENCE,FAUX,[10000;15000[,0,0.0,233.00000000000014
2020,"(1,2]",ANNUEL,[20000;40000[,C,40,M,False,18,2009.0,DIESEL,FAUX,[35000;99999[,0,0.0,365.0
2021,"(0,1]",MENSUEL,[20000;40000[,G,39,M,False,16,2017.0,DIESEL,FAUX,[25000;35000[,0,0.0,303.99999999999994
2019,"(0,1]",TRIMESTRIEL,[20000;40000[,C,51,M,False,20,2017.0,DIESEL,VRAI,[20000;25000[,0,0.0,364.5163934426229
2018,"(0,1]",MENSUEL,[0;20000[,I,26,F,False,12,2018.0,ESSENCE,FAUX,[15000;20000[,0,0.0,365.0
2017,"(-1,0]",MENSUEL,[20000;40000[,C,47,M,False,33,2016.0,DIESEL,FAUX,[20000;25000[,0,0.0,35.0
2020,"(1,2]",ANNUEL,[20000;40000[,D,45,M,False,60,2017.0,DIESEL,FAUX,[25000;35000[,0,0.0,365.0
2018,"(2,5]",MENSUEL,[0;20000[,A,39,M,False,42,2010.0,ESSENCE,VRAI,[15000;20000[,0,2537.76,365.0
2021,"(0,1]",MENSUEL,[0;20000[,C,35,F,False,18,2020.0,ESSENCE,FAUX,[15000;20000[,0,0.0,303.99999999999994
2016,"(0,1]",TRIMESTRIEL,[0;20000[,C,56,F,False,56,2008.0,ESSENCE,FAUX,[0;10000[,0,0.0,365.0
2016,"(0,1]",ANNUEL,[40000;60000[,A,50,M,True,37,2010.0,DIESEL,VRAI,[35000;99999[,0,0.0,365.0
2019,"(0,1]",ANNUEL,[20000;40000[,B,41,F,False,46,2017.0,ESSENCE,VRAI,[25000;35000[,0,0.0,364.38251366120204
2020,"(-1,0]",MENSUEL,[20000;40000[,B,35,F,False,18,2014.0,DIESEL,FAUX,[25000;35000[,0,0.0,69.99999999999991
2019,"(1,2]",ANNUEL,[0;20000[,A,24,M,True,11,2016.0,ESSENCE,VRAI,[15000;20000[,0,0.0,364.3551912568308
2016,"(-1,0]",MENSUEL,[40000;60000[,A,43,Autre,False,29,2010.0,DIESEL,FAUX,[35000;99999[,0,0.0,184.00000000000006
2018,"(0,1]",MENSUEL,[20000;40000[,C,26,M,False,18,2016.0,ESSENCE,FAUX,[15000;20000[,0,0.0,365.0
2021,"(1,2]",ANNUEL,[0;20000[,B,70,M,True,60,2019.0,ESSENCE,FAUX,[0;10000[,0,0.0,276.99999999999994
2021,"(0,1]",MENSUEL,[20000;40000[,K,37,F,False,45,2020.0,DIESEL,FAUX,[15000;20000[,0,0.0,303.99999999999994
2019,"(2,5]",MENSUEL,[0;20000[,H,35,F,False,5,2016.0,ESSENCE,FAUX,[0;10000[,0,0.0,364.3770491803279
2018,"(0,1]",MENSUEL,[0;20000[,B,62,M,True,68,2011.0,DIESEL,FAUX,[20000;25000[,1,12876.72,157.00000000000006
2019,"(0,1]",MENSUEL,[0;20000[,E,23,M,True,10,2017.0,ESSENCE,FAUX,[15000;20000[,0,0.0,365.0
2019,"(0,1]",MENSUEL,[0;20000[,A,56,M,False,60,2017.0,ESSENCE,FAUX,[15000;20000[,0,0.0,365.0
2017,"(1,2]",ANNUEL,[0;20000[,B,69,M,False,21,2014.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2016,"(0,1]",MENSUEL,[20000;40000[,A,36,F,False,16,2011.0,DIESEL,VRAI,[20000;25000[,0,441.89,365.0
2020,"(1,2]",TRIMESTRIEL,[20000;40000[,C,56,F,False,34,2017.0,ESSENCE,FAUX,[15000;20000[,0,0.0,365.0
2018,"(2,5]",ANNUEL,[0;20000[,C,42,M,False,60,2014.0,DIESEL,FAUX,[20000;25000[,0,0.0,365.0
2020,"(0,1]",ANNUEL,[40000;60000[,B,45,F,True,41,2020.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2021,"(-1,0]",MENSUEL,[20000;40000[,B,39,F,True,13,2020.0,ESSENCE,FAUX,[25000;35000[,0,0.0,284.99999999999994
2016,"(0,1]",ANNUEL,[20000;40000[,B,28,F,False,12,2014.0,DIESEL,VRAI,[25000;35000[,1,6646.86,365.0
2019,"(0,1]",MENSUEL,[0;20000[,B,42,M,False,38,2018.0,ESSENCE,VRAI,[25000;35000[,0,0.0,364.3961748633879
2020,"(-1,0]",MENSUEL,[0;20000[,B,28,M,False,15,2020.0,ESSENCE,FAUX,[15000;20000[,0,0.0,148.00000000000017
2019,"(-1,0]",ANNUEL,[0;20000[,D,59,F,True,70,2020.0,ESSENCE,FAUX,[20000;25000[,0,0.0,169.5355191256831
2021,"(1,2]",MENSUEL,[40000;60000[,B,52,F,False,59,2019.0,DIESEL,VRAI,[15000;20000[,0,0.0,303.99999999999994
2021,"(0,1]",MENSUEL,[20000;40000[,B,31,M,False,13,2019.0,ESSENCE,FAUX,[20000;25000[,0,0.0,225.00000000000017
2019,"(1,2]",MENSUEL,[0;20000[,C,35,F,False,16,2016.0,ESSENCE,FAUX,[15000;20000[,0,0.0,364.8169398907104
2018,"(1,2]",ANNUEL,[0;20000[,C,64,M,True,62,2011.0,DIESEL,FAUX,[15000;20000[,0,2218.22,365.0
2018,"(2,5]",ANNUEL,[0;20000[,C,74,M,False,38,2011.0,DIESEL,VRAI,[35000;99999[,0,0.0,365.0
2017,"(1,2]",MENSUEL,[40000;60000[,A,39,M,False,16,2013.0,DIESEL,VRAI,[10000;15000[,0,0.0,365.0
2016,"(0,1]",ANNUEL,[0;20000[,A,37,F,False,41,2014.0,ESSENCE,FAUX,[25000;35000[,0,0.0,365.0
2021,"(2,5]",ANNUEL,[0;20000[,J,26,F,False,10,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,65.99999999999993
2019,"(-1,0]",MENSUEL,[0;20000[,D,22,F,False,7,2019.0,ESSENCE,FAUX,[10000;15000[,0,0.0,160.5601092896176
2017,"(-1,0]",ANNUEL,[40000;60000[,A,57,M,True,25,2016.0,DIESEL,VRAI,[20000;25000[,0,0.0,250.0
2016,"(-1,0]",MENSUEL,[20000;40000[,B,21,M,True,8,2012.0,DIESEL,VRAI,[25000;35000[,0,0.0,157.00000000000006
2021,"(-1,0]",ANNUEL,[20000;40000[,D,40,Autre,False,29,2018.0,AUTRE,FAUX,[35000;99999[,0,0.0,149.00000000000009
2016,"(-1,0]",TRIMESTRIEL,[20000;40000[,D,37,Autre,False,36,2017.0,DIESEL,VRAI,[35000;99999[,0,0.0,100.99999999999989
2019,"(2,5]",ANNUEL,[20000;40000[,C,25,Autre,False,9,2015.0,DIESEL,FAUX,[20000;25000[,0,0.0,364.24863387978155
2018,"(-1,0]",ANNUEL,[20000;40000[,B,37,F,False,24,2011.0,ESSENCE,FAUX,[10000;15000[,1,4322.58,31.00000000000001
2021,"(2,5]",MENSUEL,[0;20000[,B,46,F,False,50,2018.0,DIESEL,VRAI,[25000;35000[,0,653.22,262.99999999999983
2019,"(0,1]",ANNUEL,[20000;40000[,B,68,M,False,48,2017.0,DIESEL,FAUX,[35000;99999[,0,0.0,364.4999999999999
2017,"(1,2]",MENSUEL,[0;20000[,C,26,M,False,20,2012.0,DIESEL,FAUX,[10000;15000[,0,0.0,365.0
2020,"(2,5]",TRIMESTRIEL,[20000;40000[,A,38,F,False,18,2011.0,DIESEL,VRAI,[25000;35000[,0,0.0,75.79234972677607
2021,"(1,2]",MENSUEL,[20000;40000[,C,55,M,False,44,2018.0,ESSENCE,VRAI,[20000;25000[,0,0.0,303.99999999999994
2017,"(0,1]",ANNUEL,[0;20000[,C,67,M,False,28,2018.0,ESSENCE,VRAI,[25000;35000[,0,0.0,365.0
2017,"(0,1]",ANNUEL,[20000;40000[,C,22,M,False,8,2013.0,DIESEL,FAUX,[20000;25000[,0,0.0,365.0
2019,"(2,5]",ANNUEL,[0;20000[,A,56,Autre,False,26,2015.0,ESSENCE,VRAI,[35000;99999[,0,0.0,149.00000000000009
2019,"(2,5]",MENSUEL,[0;20000[,A,46,F,True,69,2014.0,DIESEL,FAUX,[20000;25000[,0,0.0,158.99999999999986
2016,"(0,1]",ANNUEL,[40000;60000[,A,35,M,False,57,2013.0,DIESEL,FAUX,[15000;20000[,0,0.0,365.0
2020,"(1,2]",TRIMESTRIEL,[20000;40000[,B,48,F,False,39,2017.0,DIESEL,FAUX,[35000;99999[,0,480.68,365.0
2016,"(0,1]",ANNUEL,[0;20000[,C,50,M,False,40,2005.0,DIESEL,FAUX,[20000;25000[,0,0.0,86.76229508196725
2019,"(1,2]",MENSUEL,[40000;60000[,A,42,M,False,20,2017.0,DIESEL,VRAI,[35000;99999[,0,1771.52,364.24863387978155
2018,"(1,2]",MENSUEL,[0;20000[,A,44,F,True,34,2014.0,DIESEL,FAUX,[20000;25000[,0,0.0,365.0
2021,"(-1,0]",MENSUEL,[20000;40000[,C,48,M,False,28,2021,DIESEL,FAUX,Inconnu,0,0.0,138.00000000000003
2018,"(-1,0]",MENSUEL,[40000;60000[,B,38,F,False,12,2016.0,ESSENCE,FAUX,[15000;20000[,0,0.0,214.00000000000009
2021,"(0,1]",ANNUEL,[0;20000[,C,30,F,False,17,2017.0,ESSENCE,FAUX,[20000;25000[,0,0.0,160.00000000000014
2019,"(0,1]",ANNUEL,[0;20000[,D,66,M,True,61,2017.0,ESSENCE,FAUX,[20000;25000[,0,0.0,364.62295081967216
2020,"(0,1]",MENSUEL,[0;20000[,B,30,F,False,8,2017.0,DIESEL,VRAI,[20000;25000[,0,0.0,365.0
2016,"(0,1]",ANNUEL,[0;20000[,C,51,F,False,55,2013.0,ESSENCE,FAUX,[10000;15000[,0,0.0,164.549180327869
2020,"(-1,0]",MENSUEL,[20000;40000[,K,30,Autre,False,10,2020.0,ESSENCE,VRAI,[20000;25000[,0,0.0,133.00000000000014
2017,"(1,2]",ANNUEL,[0;20000[,A,29,M,False,12,2010.0,DIESEL,VRAI,[20000;25000[,0,0.0,365.0
2016,"(-1,0]",ANNUEL,[0;20000[,C,66,F,False,42,2009.0,DIESEL,FAUX,[15000;20000[,0,0.0,292.0
2021,"(1,2]",MENSUEL,[20000;40000[,B,45,F,False,34,2019.0,ESSENCE,FAUX,[20000;25000[,0,0.0,303.99999999999994
2016,"(-1,0]",MENSUEL,[0;20000[,A,31,F,True,20,2021,DIESEL,FAUX,Inconnu,0,0.0,365.0
2021,"(1,2]",ANNUEL,[0;20000[,D,50,F,False,57,2018.0,ESSENCE,FAUX,[10000;15000[,0,0.0,303.99999999999994
2020,"(2,5]",MENSUEL,[20000;40000[,D,35,F,False,47,2018.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2020,"(0,1]",MENSUEL,[20000;40000[,A,68,M,False,25,2020.0,ESSENCE,FAUX,[25000;35000[,0,0.0,365.0
2019,"(0,1]",MENSUEL,[0;20000[,A,49,M,True,23,2013.0,DIESEL,FAUX,[10000;15000[,0,0.0,20.0
2021,"(5,10]",MENSUEL,[20000;40000[,B,56,M,True,37,2015.0,DIESEL,VRAI,[25000;35000[,0,0.0,265.99999999999994
2020,"(-1,0]",ANNUEL,[0;20000[,C,65,M,False,54,2020.0,DIESEL,VRAI,[35000;99999[,0,0.0,233.00000000000014
2017,"(0,1]",ANNUEL,[0;20000[,D,71,M,False,55,2014.0,ESSENCE,FAUX,[15000;20000[,0,0.0,365.0
2020,"(-1,0]",MENSUEL,[20000;40000[,K,49,M,True,59,2020.0,DIESEL,FAUX,[25000;35000[,0,0.0,181.99999999999986
2020,"(0,1]",MENSUEL,[0;20000[,D,31,F,True,11,2019.0,DIESEL,VRAI,[10000;15000[,2,10522.93,86.76229508196725
2016,"(0,1]",MENSUEL,[20000;40000[,A,26,F,False,12,2010.0,DIESEL,FAUX,[10000;15000[,0,0.0,13.96174863387979
2016,"(0,1]",MENSUEL,[40000;60000[,C,35,M,True,15,2013.0,DIESEL,FAUX,[20000;25000[,2,3883.58,106.00000000000016
2019,"(2,5]",ANNUEL,[0;20000[,B,35,M,False,21,2016.0,DIESEL,VRAI,[20000;25000[,0,0.0,364.7486338797813
2018,"(0,1]",MENSUEL,[0;20000[,C,55,M,True,24,2014.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2019,"(-1,0]",MENSUEL,[20000;40000[,E,41,M,False,60,2019.0,DIESEL,VRAI,[25000;35000[,0,0.0,239.34426229508202
2019,"(-1,0]",ANNUEL,[0;20000[,E,22,Autre,True,10,2018.0,ESSENCE,FAUX,[10000;15000[,0,0.0,14.959016393442605
2020,"(2,5]",MENSUEL,[40000;60000[,A,49,F,True,43,2017.0,DIESEL,FAUX,[20000;25000[,1,2551.37,96.73497267759578
2019,"(1,2]",ANNUEL,[0;20000[,D,49,M,False,39,2017.0,DIESEL,FAUX,[35000;99999[,0,0.0,211.98907103825135
2021,"(5,10]",ANNUEL,[0;20000[,B,73,M,False,36,2016.0,DIESEL,FAUX,[15000;20000[,0,0.0,89.99999999999984
2021,"(0,1]",MENSUEL,[20000;40000[,B,30,Autre,False,18,2018.0,DIESEL,FAUX,[25000;35000[,0,0.0,200.99999999999991
2018,"(1,2]",MENSUEL,[20000;40000[,C,47,F,False,54,2017.0,DIESEL,FAUX,[35000;99999[,0,0.0,102.00000000000017
2016,"(0,1]",ANNUEL,[0;20000[,A,70,F,False,56,2012.0,ESSENCE,VRAI,[10000;15000[,0,0.0,365.0
2016,"(-1,0]",MENSUEL,[0;20000[,A,38,M,False,63,2017.0,ESSENCE,FAUX,[10000;15000[,1,5799.7,365.0
2017,"(-1,0]",MENSUEL,[0;20000[,C,50,M,True,45,2017.0,DIESEL,FAUX,[20000;25000[,0,0.0,93.99999999999984
2021,"(2,5]",MENSUEL,[20000;40000[,K,63,F,False,58,2016.0,DIESEL,FAUX,[25000;35000[,0,0.0,303.99999999999994
2017,"(-1,0]",ANNUEL,[0;20000[,B,25,F,False,14,2017.0,ESSENCE,FAUX,[35000;99999[,0,0.0,180.99999999999997
